"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"150","Doxycycline Hyclate","Doxycycline Hyclate","00904042806","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Piperacillin-Tazobactam","Piperacillin-Tazobactam","00206240802","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Voriconazole","Voriconazole","51079016403","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Miconazole Nitrate (Combo Pack)","Miconazole Nitrate (Combo Pack)","00904541501","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Nystatin","Nystatin","51285053422","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Isoniazid","Isoniazid","00555006602","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","cefUROXime axetil","cefUROXime axetil","00173038701","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Terconazole 80mg Vag. Supp","Terconazole 80mg Vag. Supp","00062535101","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Nystatin","Nystatin","65473070509","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Gatifloxacin","Gatifloxacin","54868479700","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Doxycycline Hyclate","Doxycycline Hyclate","00677059802","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","CefTAZidime","CefTAZidime","10019069102","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","CeFAZolin","CeFAZolin","70092123847","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Cefuroxime Axetil","Cefuroxime Axetil","00173039442","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Amphotericin B","Amphotericin B","39822105505","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Levofloxacin","Levofloxacin","00904635161","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Nystatin Ointment","Nystatin Ointment","45802004835","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Posaconazole","Posaconazole","00085433101","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","CeftazIDIME","CeftazIDIME","00173041300","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Mitomycin","Mitomycin","16729010811","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Minocycline","Minocycline","68382031601","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Nystatin Ointment","Nystatin Ointment","00713068615","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Ampicillin","Ampicillin","52959013003","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Ampicillin Sodium","Ampicillin Sodium","63323038810","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","LevoFLOXacin","LevoFLOXacin","00904635261","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Ampicillin","Ampicillin","58016103201","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Terconazole 80mg Vag. Supp","Terconazole 80mg Vag. Supp","45802071708","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Doxycycline Hyclate","Doxycycline Hyclate","55390011010","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Mitomycin","Mitomycin","55390025201","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Ampicillin Sodium","Ampicillin Sodium","00015740420","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Terbinafine 1% Soln","Terbinafine 1% Soln","00067400230","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","CefePIME","CefePIME","51479005530","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","CeftazIDIME","CeftazIDIME","00173041200","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Amoxicillin-Clavulanate Susp.","Amoxicillin-Clavulanate Susp.","60432006575","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Terconazole 0.4% Vag. Cream","Terconazole 0.4% Vag. Cream","00062535001","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Nitazoxanide","Nitazoxanide","67546011132","antiprotozoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Clindamycin","Clindamycin","00009311602","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Nystatin Powder","Nystatin Powder","00003059320","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Miconazole 2% Cream","Miconazole 2% Cream","00536113428","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","CefePIME","CefePIME","51479005420","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Ampicillin","Ampicillin","00904401408","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","metroNIDAZOLE Desensitization","metroNIDAZOLE Desensitization","36000000124","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Piperacillin-Tazobactam Na","Piperacillin-Tazobactam Na","00206886201","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Miconazole Powder 2%","Miconazole Powder 2%","11701003816","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Ampicillin Desensitization","Ampicillin Desensitization","00015740320","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","amphotericin B (bulk)","amphotericin B (bulk)","38779019104","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Voriconazole","Voriconazole","00904647104","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","CeFAZolin","CeFAZolin","00409080501","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","cefUROXime axetil","cefUROXime axetil","54868502200","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Amphotericin B Oral Suspension","Amphotericin B Oral Suspension","00003043730","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","CefTAZidime","CefTAZidime","00781317895","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Nystatin Oral Suspension","Nystatin Oral Suspension","00168003760","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","sulfamethoxazole-trimethoprim","sulfamethoxazole-trimethoprim","00703951401","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","CeFAZolin","CeFAZolin","71019003102","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Ampicillin Sodium","Ampicillin Sodium","67457035010","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Voriconazole","Voriconazole","00904659604","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Voriconazole","Voriconazole","00378162693","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Quinupristin/Dalfopristin","Quinupristin/Dalfopristin","00075905110","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Ampicillin-Sulbactam","Ampicillin-Sulbactam","10019063002","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Amoxicillin Oral Susp.","Amoxicillin Oral Susp.","54569009300","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","terbinafine HCl","terbinafine HCl","55289005442","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Clindamycin Phosphate","Clindamycin Phosphate","47781046168","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Terbinafine 1% Spray","Terbinafine 1% Spray","00067400101","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Pyrid","Pyrid","00187301330","antiprotozoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Nystatin Oral Suspension","Nystatin Oral Suspension","66689000802","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Nystatin","Nystatin","54868349200","antifungal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Ampicillin-Sulbactam","Ampicillin-Sulbactam","10019063101","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Mitomycin","Mitomycin","00015300120","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","CefazoLIN","CefazoLIN","66860090203","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Azithromycin","Azithromycin","00069308030","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Ciprofloxacin HCl","Ciprofloxacin HCl","00172531210","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Ciprofloxacin HCl","Ciprofloxacin HCl","00172531110","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Ciprofloxacin","Ciprofloxacin","00703095803","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Ciprofloxacin IV","Ciprofloxacin IV","00409477750","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Ciprofloxacin HCl","Ciprofloxacin HCl","68084006901","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Ciprofloxacin IV","Ciprofloxacin IV","00781323909","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Ciprofloxacin IV","Ciprofloxacin IV","00085174102","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Ciprofloxacin IV","Ciprofloxacin IV","00703095603","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Ciprofloxacin IV","Ciprofloxacin IV","00085175502","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Ciprofloxacin HCl","Ciprofloxacin HCl","55111029209","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Ciprofloxacin IV","Ciprofloxacin IV","00409476586","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Ciprofloxacin","Ciprofloxacin","00409477886","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Ciprofloxacin HCl","Ciprofloxacin HCl","00085177701","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Cipro","Cipro","00065853302","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Ciprofloxacin HCl","Ciprofloxacin HCl","50419077701","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Ciprofloxacin","Ciprofloxacin","36000001101","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","CefTRIAXone","CefTRIAXone","60505075304","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","CefTRIAXone Graded Challenge","CefTRIAXone Graded Challenge","60505075204","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","CeftriaXONE Desensitization","CeftriaXONE Desensitization","00004196401","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","CefOTAXime","CefOTAXime","64679098601","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Clarithromycin","Clarithromycin","68774012060","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","ERYTHROMYCIN","ERYTHROMYCIN","00074630413","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Erythromyc","Erythromyc","00074636902","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Gentamicin Sulfate","Gentamicin Sulfate","54868410300","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Gentamicin 0.1% Cream","Gentamicin 0.1% Cream","00168007115","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","cefOXitin","cefOXitin","60505076005","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","*NF* Cefoxitin Sodium","*NF* Cefoxitin Sodium","00006335645","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Cephalexin","Cephalexin","00143989701","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","cephalexin","cephalexin","68180012401","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","*NF* Moxifloxacin","*NF* Moxifloxacin","00026858231","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Trimethoprim","Trimethoprim","00591557101","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Nitrofurantoin Monohyd (MacroBID)","Nitrofurantoin Monohyd (MacroBID)","51079034820","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","nitrofurantoin macrocrystal","nitrofurantoin macrocrystal","54569018100","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Nitrofurantoin Macrocrystal","Nitrofurantoin Macrocrystal","00149071001","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Tetracycline","Tetracycline","23155001701","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Tetracycline HCl","Tetracycline HCl","00555001105","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Penicillin V Potassium","Penicillin V Potassium","67253020110","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Penicillamine","Penicillamine","00037440101","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","*NF* Cefuroxime","*NF* Cefuroxime","66860003003","antimicrobial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","AZTREONAM","AZTREONAM","00003256016","Monobactam Antibacterial [EPC], Monobactams [CS]","0003-2560","0003-2560-16","0003-2560_475e5ee7-db46-4426-bb91-79d08ba6ece6","HUMAN PRESCRIPTION DRUG","AZACTAM","","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","20100401","","NDA","NDA050580","E.R. Squibb & Sons, L.L.C.","1","g/1","","N","20241231"
"260","AZTREONAM","AZTREONAM","00003257016","Monobactam Antibacterial [EPC], Monobactams [CS]","0003-2570","0003-2570-16","0003-2570_475e5ee7-db46-4426-bb91-79d08ba6ece6","HUMAN PRESCRIPTION DRUG","AZACTAM","","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","20100401","","NDA","NDA050580","E.R. Squibb & Sons, L.L.C.","2","g/1","","N","20241231"
"261","VALGANCICLOVIR HYDROCHLORIDE","valganciclovir","00004003822","Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC], DNA Polymerase Inhibitors [MoA], Nucleoside Analog Antiviral [EPC], Nucleoside Analog [EXT]","0004-0038","0004-0038-22","0004-0038_489edd7b-59eb-40d9-83d5-abc96aaac2cb","HUMAN PRESCRIPTION DRUG","Valcyte","","TABLET, FILM COATED","ORAL","20010329","","NDA","NDA021304","Genentech, Inc.","450","mg/1","","N","20251231"
"262","VALGANCICLOVIR HYDROCHLORIDE","valganciclovir hydrochloride","00004003909","Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC], DNA Polymerase Inhibitors [MoA], Nucleoside Analog Antiviral [EPC], Nucleoside Analog [EXT]","0004-0039","0004-0039-09","0004-0039_489edd7b-59eb-40d9-83d5-abc96aaac2cb","HUMAN PRESCRIPTION DRUG","Valcyte","","POWDER, FOR SOLUTION","ORAL","20090828","","NDA","NDA022257","Genentech, Inc.","50","mg/mL","","N","20251231"
"263","CILASTATIN SODIUM; IMIPENEM","imipenem and cilastatin sodium","00006351659","Carbapenems [CS], Dipeptidase Inhibitors [MoA], Penem Antibacterial [EPC], Renal Dehydropeptidase Inhibitor [EPC]","0006-3516","0006-3516-59","0006-3516_32a4728f-dcf2-4008-9c8a-0706d2e1f97b","HUMAN PRESCRIPTION DRUG","PRIMAXIN","IV","INJECTION, POWDER, FOR SOLUTION","INTRAVENOUS","19851126","","NDA","NDA050587","Merck Sharp & Dohme LLC","500; 500","mg/100mL; mg/100mL","","N","20241231"
"264","CASPOFUNGIN ACETATE","CASPOFUNGIN ACETATE","00006382210","Echinocandin Antifungal [EPC], Lipopeptides [CS]","0006-3822","0006-3822-10","0006-3822_39327580-560c-4bab-a6a2-e7f042420e16","HUMAN PRESCRIPTION DRUG","CANCIDAS","","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS","20010126","","NDA","NDA021227","Merck Sharp & Dohme LLC","5","mg/mL","","N","20241231"
"265","ERTAPENEM SODIUM","ertapenem sodium","00006384371","Carbapenems [CS], Penem Antibacterial [EPC]","0006-3843","0006-3843-71","0006-3843_3861a2eb-29b4-4064-a7af-7a1303dd2e7b","HUMAN PRESCRIPTION DRUG","INVANZ","","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","20011121","","NDA","NDA021337","Merck Sharp & Dohme LLC","1","g/1","","N","20251231"
"266","CILASTATIN; IMIPENEM ANHYDROUS; RELEBACTAM ANHYDROUS","imipenem anhydrous, cilastatin, and relebactam anhydrous","00006385602","Carbapenems [CS], Dipeptidase Inhibitors [MoA], Penem Antibacterial [EPC], Renal Dehydropeptidase Inhibitor [EPC], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","0006-3856","0006-3856-02","0006-3856_8a65f15d-ca70-46ce-b575-7a1b5092a243","HUMAN PRESCRIPTION DRUG","RECARBRIO","","INJECTION, POWDER, FOR SOLUTION","INTRAVENOUS","20200106","","NDA","NDA212819","Merck Sharp & Dohme LLC","500; 500; 250","mg/100mL; mg/100mL; mg/100mL","","N","20241231"
"267","TIGECYCLINE","TIGECYCLINE","00008499020","Tetracycline-class Antibacterial [EPC], Tetracyclines [CS]","0008-4990","0008-4990-20","0008-4990_a7bb7b27-e0f1-4be5-98f8-e20bd125cfaa","HUMAN PRESCRIPTION DRUG","Tygacil","","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS","20080615","","NDA","NDA021821","Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.","50","mg/5mL","","N","20241231"
"268","TIGECYCLINE","TIGECYCLINE","00008499420","Tetracycline-class Antibacterial [EPC], Tetracyclines [CS]","0008-4994","0008-4994-20","0008-4994_6f8f7843-f620-4077-b0be-929d04d22884","HUMAN PRESCRIPTION DRUG","Tygacil","","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS","20170208","","NDA","NDA021821","Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.","50","mg/5mL","","N","20241231"
"269","CLINDAMYCIN HYDROCHLORIDE","clindamycin hydrochloride","00009022502","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0009-0225","0009-0225-02","0009-0225_fe7c5eb1-3812-4765-8d6a-ec48ef3cd6b8","HUMAN PRESCRIPTION DRUG","Cleocin Hydrochloride","","CAPSULE","ORAL","19700522","","NDA","NDA050162","Pharmacia & Upjohn Company LLC","150","mg/1","","N","20241231"
"270","CLINDAMYCIN HYDROCHLORIDE","clindamycin hydrochloride","00009033102","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0009-0331","0009-0331-02","0009-0331_fe7c5eb1-3812-4765-8d6a-ec48ef3cd6b8","HUMAN PRESCRIPTION DRUG","Cleocin Hydrochloride","","CAPSULE","ORAL","19700522","","NDA","NDA050162","Pharmacia & Upjohn Company LLC","75","mg/1","","N","20241231"
"271","CLINDAMYCIN HYDROCHLORIDE","clindamycin hydrochloride","00009039514","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0009-0395","0009-0395-14","0009-0395_fe7c5eb1-3812-4765-8d6a-ec48ef3cd6b8","HUMAN PRESCRIPTION DRUG","Cleocin Hydrochloride","","CAPSULE","ORAL","19700522","","NDA","NDA050162","Pharmacia & Upjohn Company LLC","300","mg/1","","N","20241231"
"272","CLINDAMYCIN PHOSPHATE","clindamycin phosphate","00009072809","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0009-0728","0009-0728-09","0009-0728_e1cef283-1e43-40ae-b892-093b539c3bf4","HUMAN PRESCRIPTION DRUG","Cleocin Phosphate","","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","19721002","","NDA","NDA050441","Pharmacia & Upjohn Company LLC","150","mg/mL","","N","20241231"
"273","CLINDAMYCIN PALMITATE HYDROCHLORIDE","clindamycin palmitate hydrochloride","00009076004","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0009-0760","0009-0760-04","0009-0760_a8c91741-5b2f-4a9b-a8ad-b49a04b32747","HUMAN PRESCRIPTION DRUG","Cleocin Pediatric","","GRANULE, FOR SOLUTION","ORAL","19860417","","ANDA","ANDA062644","Pharmacia & Upjohn Company LLC","75","mg/5mL","","N","20241231"
